TripID,TravelRequestID,ExpenseRequestID,ExpenseDenialReason,ExpenseReimbursementReason,ExpenseReimbursementAmount,ReasonForTransportCancellation,NewTransportSelection,ReasonForNewTransport,NewHotelSelection,ReasonForNewHotel,NewModeOfTransportation,TransportationPriceDifference,ReasonForTransportationChange,ReasonForDelay,ExtensionLength,DaysPreapproved,ProcessCode
49843,TR049843,EXP049843,,Policy exception approved,379.44,,Rebooked train,Route change,New hotel chosen,Location preference,,,,,,0,V7
49847,TR049847,EXP049847,,Partial reimbursement,148.91,,,,,,,,,,4.0,3,V18
49848,TR049848,EXP049848,,Policy exception approved,574.81,,,,,,,,,,,3,V21
49850,TR049850,EXP049850,Missing receipt,Partial reimbursement,361.34,,,,,,,,,,,1,V1
49855,TR049855,EXP049855,Late submission,Policy exception approved,276.07,,,,New hotel chosen,Location preference,,,,,,2,V1
49856,TR049856,EXP049856,,Standard travel reimbursement,384.82,Personal emergency,Rebooked flight,Better schedule,,,,,,,,4,V23
49858,TR049858,EXP049858,Personal expense,Policy exception approved,369.11,,,,,,,,,,2.0,2,V17
49859,TR049859,EXP049859,,Policy exception approved,427.99,,,,,,,,,,,1,V1
49862,TR049862,EXP049862,,Partial reimbursement,396.71,,,,,,,,,,,4,V1
49863,TR049863,EXP049863,,Policy exception approved,401.76,,,,,,,,,,,0,V1
49864,TR049864,EXP049864,Missing receipt,Partial reimbursement,509.88,,Rebooked rental,Cheaper fare,,,,,,,,3,V23
49865,TR049865,EXP049865,,Policy exception approved,442.55,,,,,,,,,,,1,V14
49866,TR049866,EXP049866,,Policy exception approved,192.01,,,,,,,,,,,1,V1
49867,TR049867,EXP049867,,Policy exception approved,574.24,,,,New hotel chosen,Location preference,,,,,3.0,3,V19
49871,TR049871,EXP049871,Missing receipt,Policy exception approved,218.56,,,,,,,,,,,3,V26
49873,TR049873,EXP049873,,Partial reimbursement,292.22,,,,,,,,,,,3,V16
49875,TR049875,EXP049875,,Standard travel reimbursement,192.57,,,,,,,,,,,3,V1
49879,TR049879,EXP049879,,Standard travel reimbursement,419.02,,Rebooked flight,Schedule conflict,,,Updated Business Class Flight,-225.99,Cost optimization,,,2,V23
49882,TR049882,EXP049882,,Standard travel reimbursement,270.56,,,,,,,,,,,2,V1
49885,TR049885,EXP049885,,Standard travel reimbursement,552.62,,,,,,,,,,,4,V1
49890,TR049890,EXP049890,,Standard travel reimbursement,494.25,,,,,,,,,,,1,V1
49896,TR049896,EXP049896,Out of policy,Standard travel reimbursement,578.71,,,,,,,,,,4.0,4,V19
49898,TR049898,EXP049898,,Standard travel reimbursement,138.53,,,,,,,,,,,1,V1
49900,TR049900,EXP049900,,Standard travel reimbursement,223.93,,,,,,Updated Volkswagen Golf diesel,-41.08,Time constraints,,,3,V1
49903,TR049903,EXP049903,,Standard travel reimbursement,370.81,,,,,,,,,,,4,V1
49906,TR049906,EXP049906,Out of policy,Standard travel reimbursement,208.03,,,,,,,,,,,1,V1
49907,TR049907,EXP049907,,Standard travel reimbursement,473.64,,,,,,,,,,,4,V1
49908,TR049908,EXP049908,,Partial reimbursement,191.15,,,,,,,,,,,2,V1
49909,TR049909,EXP049909,,Standard travel reimbursement,157.47,,,,,,,,,Mechanical issue,,0,V33
49911,TR049911,EXP049911,,Standard travel reimbursement,466.61,,,,,,,,,,,3,V1
49915,TR049915,EXP049915,,Partial reimbursement,136.01,,,,New hotel chosen,Location preference,,,,,,4,V1
49923,TR049923,EXP049923,,Partial reimbursement,289.56,,,,,,Updated Volkswagen Golf petrol,-102.52,Safety concern,,,1,V1
49931,TR049931,EXP049931,,Standard travel reimbursement,379.95,,,,,,,,,,,4,V21
49932,TR049932,EXP049932,,Policy exception approved,408.51,,,,,,,,,Airport congestion,,2,V21
49937,TR049937,EXP049937,,Partial reimbursement,453.64,,,,,,,,,,,0,V14
49940,TR049940,EXP049940,,Partial reimbursement,183.23,,,,,,Updated Volkswagen Golf diesel,239.45,Cost optimization,,,2,V1
49946,TR049946,EXP049946,Out of policy,,290.9,,,,,,,,,,2.0,4,V18
49947,TR049947,EXP049947,,Standard travel reimbursement,157.88,,,,,,,,,,,3,V1
49950,TR049950,EXP049950,,Policy exception approved,465.79,,,,,,,,,,,1,V1
49961,TR049961,EXP049961,,Standard travel reimbursement,487.44,,,,,,,,,,,1,V1
49962,TR049962,EXP049962,,Policy exception approved,154.42,,Rebooked flight,Schedule conflict,,,,,,Weather delay,,1,V4
49968,TR049968,EXP049968,,Policy exception approved,321.29,,,,,,,,,,,3,V1
49971,TR049971,EXP049971,,Partial reimbursement,426.79,,,,,,,,,,,4,V1
49973,TR049973,EXP049973,,Standard travel reimbursement,431.1,,,,New hotel chosen,Hotel overbooked,,,,,,3,V1
49980,TR049980,EXP049980,,Partial reimbursement,208.83,,,,,,,,,,,1,V1
49981,TR049981,EXP049981,,Partial reimbursement,229.2,,Rebooked flight,Cheaper fare,,,Updated First Class Flight,292.12,Time constraints,Security screening,,0,V15
49989,TR049989,EXP049989,,Standard travel reimbursement,327.61,,,,,,,,,Security screening,,2,V1
49991,TR049991,EXP049991,,Standard travel reimbursement,285.19,,,,,,,,,,,4,V1
49993,TR049993,EXP049993,Late submission,Policy exception approved,312.68,,,,,,Updated Business Class Flight,104.54,Safety concern,Mechanical issue,,0,V1
49994,TR049994,EXP049994,Missing receipt,Partial reimbursement,447.26,,Rebooked flight,Cheaper fare,,,,,,Airport congestion,,2,V23
49998,TR049998,EXP049998,,Standard travel reimbursement,320.65,Rental availability change,,,,,,,,,,4,V12
50000,TR050000,EXP050000,,Partial reimbursement,188.02,,,,New hotel chosen,Location preference,,,,Airport congestion,,4,V20
50008,TR050008,EXP050008,,Policy exception approved,411.38,,,,,,,,,,,0,V1
50010,TR050010,EXP050010,,Standard travel reimbursement,389.18,,,,,,,,,,,1,V1
50011,TR050011,EXP050011,,Standard travel reimbursement,366.62,,,,,,,,,,,1,V1
50012,TR050012,EXP050012,Personal expense,Policy exception approved,466.34,,,,,,,,,,,0,V1
50013,TR050013,EXP050013,,Policy exception approved,326.77,,,,,,,,,,,2,V20
50015,TR050015,EXP050015,,Policy exception approved,191.14,,,,,,,,,,,3,V1
50016,TR050016,EXP050016,,Partial reimbursement,366.12,,,,,,,,,,,0,V1
50021,TR050021,EXP050021,Late submission,Standard travel reimbursement,196.32,,,,New hotel chosen,Rate change,,,,,,1,V21
50026,TR050026,,,,,,,,,,,,,,2.0,1,V18
50027,TR050027,EXP050027,,Standard travel reimbursement,372.19,Airline schedule change,,,,,,,,,,0,V12
50028,TR050028,EXP050028,Personal expense,Partial reimbursement,286.08,,,,,,,,,,2.0,2,V19
50031,TR050031,EXP050031,,Policy exception approved,381.2,Operational issue,,,,,,,,,,4,V8
50054,TR050054,EXP050054,,Standard travel reimbursement,283.43,Operational issue,,,,,,,,,,1,V14
50058,TR050058,EXP050058,,Standard travel reimbursement,491.61,,,,,,,,,Airport congestion,,0,V1
50062,TR050062,EXP050062,,Standard travel reimbursement,456.66,Airline schedule change,Rebooked flight,Cheaper fare,,,,,,,,2,V1
50063,TR050063,EXP050063,,Standard travel reimbursement,403.61,,,,,,,,,,,1,V1
50065,TR050065,EXP050065,,Standard travel reimbursement,495.39,,,,,,,,,Mechanical issue,,1,V1
50069,TR050069,EXP050069,,Partial reimbursement,449.01,,,,,,,,,,,4,V14
50070,TR050070,EXP050070,,Partial reimbursement,329.78,,Rebooked flight,Cheaper fare,,,Updated Economy Flight,261.6,Cost optimization,,,3,V15
50082,TR050082,EXP050082,Out of policy,Standard travel reimbursement,112.96,,,,,,,,,,,1,V1
50084,TR050084,EXP050084,Personal expense,Policy exception approved,401.81,,,,,,,,,,,1,V1
50086,TR050086,EXP050086,,Standard travel reimbursement,433.57,,,,,,,,,,,4,V26
50087,TR050087,EXP050087,,Partial reimbursement,134.8,,,,New hotel chosen,Rate change,,,,,,4,V1
50091,TR050091,EXP050091,,Partial reimbursement,555.57,,,,New hotel chosen,Location preference,,,,,,3,V1
50097,TR050097,EXP050097,,Partial reimbursement,378.34,,Rebooked flight,Cheaper fare,,,,,,,,4,V23
50099,TR050099,EXP050099,,Standard travel reimbursement,212.37,,,,,,,,,,,0,V1
50109,TR050109,EXP050109,,Standard travel reimbursement,183.46,,,,,,,,,,,2,V1
50111,TR050111,EXP050111,,Standard travel reimbursement,429.51,,,,New hotel chosen,Rate change,,,,,,2,V1
50114,TR050114,EXP050114,,Policy exception approved,247.11,,,,,,,,,,,2,V1
50118,TR050118,EXP050118,,Partial reimbursement,469.94,,,,,,Updated Volkswagen Golf diesel,94.35,Cost optimization,,,1,V1
50119,TR050119,EXP050119,,Policy exception approved,340.51,,,,,,,,,,,2,V1
50122,TR050122,EXP050122,,Partial reimbursement,317.54,,Rebooked rental,Better schedule,,,Updated BMW 3 plugin hybrid,-258.42,Cost optimization,,,2,V23
50123,TR050123,EXP050123,,Policy exception approved,262.41,,,,New hotel chosen,Quality issue,,,,,,2,V20
50130,TR050130,EXP050130,,Policy exception approved,238.26,,,,New hotel chosen,Rate change,,,,,,4,V22
50136,TR050136,EXP050136,,Standard travel reimbursement,489.98,,,,,,,,,,,0,V1
50142,TR050142,EXP050142,,Standard travel reimbursement,397.18,,,,,,Updated Volkswagen Golf diesel,225.91,Time constraints,,,3,V1
50144,TR050144,EXP050144,,Partial reimbursement,239.98,,,,,,,,,,4.0,3,V18
50147,TR050147,EXP050147,,Standard travel reimbursement,572.58,,Rebooked flight,Route change,,,,,,,,0,V9
50156,TR050156,EXP050156,,Partial reimbursement,197.5,,,,,,,,,,,0,V1
50159,TR050159,EXP050159,,Partial reimbursement,286.92,,,,,,,,,Mechanical issue,,3,V11
50161,TR050161,EXP050161,,Policy exception approved,447.0,,Rebooked flight,Schedule conflict,,,Updated Economy Flight,214.92,Safety concern,,,2,V15
50168,TR050168,EXP050168,,Partial reimbursement,214.4,,,,,,,,,,,2,V20
50169,TR050169,EXP050169,,Partial reimbursement,542.25,Vehicle issue,,,,,,,,,,2,V8
50170,TR050170,EXP050170,,Policy exception approved,391.95,,,,,,,,,,,2,V21
50174,TR050174,EXP050174,,Standard travel reimbursement,326.73,,,,,,,,,,,1,V1
50179,TR050179,EXP050179,,Partial reimbursement,378.08,,,,,,,,,,,3,V1
50187,TR050187,EXP050187,Late submission,Standard travel reimbursement,584.39,,,,,,,,,,,4,V1
50188,TR050188,EXP050188,,Policy exception approved,529.44,,,,New hotel chosen,Rate change,,,,Weather delay,,1,V11
50189,TR050189,EXP050189,,Partial reimbursement,460.96,,,,,,,,,,,4,V16
50191,TR050191,EXP050191,,Partial reimbursement,505.39,,,,,,,,,,,0,V1
50196,TR050196,,,,,,,,,,,,,,4.0,2,V18
50199,TR050199,EXP050199,,Policy exception approved,549.74,,,,,,,,,Airport congestion,,3,V1
50203,TR050203,EXP050203,,Standard travel reimbursement,475.89,,,,,,,,,,,4,V20
50206,TR050206,EXP050206,,Policy exception approved,443.24,,,,,,,,,Mechanical issue,,4,V1
50207,TR050207,EXP050207,Late submission,Policy exception approved,562.82,,,,,,,,,,,1,V1
50209,TR050209,EXP050209,,Standard travel reimbursement,503.1,,,,,,,,,,,4,V1
50211,TR050211,EXP050211,Late submission,Partial reimbursement,187.87,,Rebooked rental,Schedule conflict,,,Updated BMW 3 diesel,289.98,Cost optimization,,,2,V15
50215,TR050215,EXP050215,,Partial reimbursement,440.0,,,,,,,,,Security screening,,4,V1
50218,TR050218,EXP050218,,Policy exception approved,243.28,,,,,,,,,,,1,V1
50223,TR050223,EXP050223,,Standard travel reimbursement,134.39,,,,,,,,,,,2,V25
50225,TR050225,EXP050225,,Standard travel reimbursement,436.83,,,,,,,,,,,4,V1
50231,TR050231,EXP050231,Late submission,Standard travel reimbursement,364.48,,Rebooked rental,Cheaper fare,Alternative hotel selected,Rate change,,,,,,1,V24
50232,TR050232,EXP050232,,Policy exception approved,519.08,,,,New hotel chosen,Location preference,,,,,,0,V1
50237,TR050237,EXP050237,,Partial reimbursement,439.35,,,,,,,,,,,3,V1
50238,TR050238,EXP050238,Missing receipt,Policy exception approved,532.7,,,,,,,,,,4.0,4,V19
50242,TR050242,EXP050242,Missing receipt,Standard travel reimbursement,403.74,,,,New hotel chosen,Location preference,,,,,,0,V1
50243,TR050243,EXP050243,,Partial reimbursement,300.8,,,,,,,,,,,1,V1
50245,TR050245,EXP050245,Incomplete documentation,Partial reimbursement,548.29,,,,,,,,,,,0,V35
50262,TR050262,EXP050262,,Policy exception approved,194.83,,,,,,,,,,,1,V1
50263,TR050263,EXP050263,,Policy exception approved,447.81,,Rebooked rental,Route change,,,,,,Weather delay,,4,V29
50268,TR050268,EXP050268,,Policy exception approved,332.56,,,,,,Updated Business Class Flight,-46.14,Safety concern,Airport congestion,,4,V1
50269,TR050269,EXP050269,,Standard travel reimbursement,207.58,,Rebooked rental,Better schedule,Alternative hotel selected,Availability,,,,,,1,V24
50271,TR050271,EXP050271,,Standard travel reimbursement,367.63,,,,New hotel chosen,Hotel overbooked,,,,,,2,V1
50272,TR050272,EXP050272,Late submission,Policy exception approved,365.85,,,,,,Updated Business Class Flight,-86.39,Time constraints,,,0,V14
50280,TR050280,EXP050280,,Policy exception approved,183.37,,,,,,,,,,,1,V1
50283,TR050283,EXP050283,,Partial reimbursement,275.81,,,,,,,,,,,3,V1
50286,TR050286,EXP050286,Late submission,Policy exception approved,163.79,,Rebooked flight,Better schedule,,,,,,,,0,V23
50291,TR050291,EXP050291,,Policy exception approved,437.37,,,,,,,,,,,0,V1
50293,TR050293,EXP050293,,Standard travel reimbursement,141.96,,,,,,,,,,,0,V1
50296,TR050296,EXP050296,,Policy exception approved,306.45,Airline schedule change,,,,,,,,,,1,V1
50301,TR050301,EXP050301,,Policy exception approved,308.96,,,,,,,,,,,0,V1
50302,TR050302,EXP050302,,Standard travel reimbursement,226.64,,,,,,Updated Economy Flight,7.95,Time constraints,,,2,V6
50303,TR050303,EXP050303,,Standard travel reimbursement,416.44,,,,,,,,,,3.0,4,V18
50304,TR050304,EXP050304,,Standard travel reimbursement,133.2,,,,,,,,,,,4,V25
50306,TR050306,EXP050306,,Partial reimbursement,296.13,,,,,,Updated BMW 3 diesel,-154.74,Safety concern,,,2,V1
50314,TR050314,EXP050314,Late submission,Standard travel reimbursement,163.19,,,,,,,,,,,2,V1
50322,TR050322,EXP050322,,Partial reimbursement,282.06,,,,,,,,,,,4,V13
50323,TR050323,EXP050323,,Partial reimbursement,452.86,,,,,,Updated BMW 3 plugin hybrid,-279.14,Cost optimization,,,3,V20
50324,TR050324,EXP050324,,Partial reimbursement,105.63,,,,,,,,,,,4,V25
50327,TR050327,EXP050327,,Partial reimbursement,413.76,,,,,,,,,,2.0,4,V18
50331,TR050331,EXP050331,Personal expense,Policy exception approved,126.44,Operational issue,,,,,,,,,,2,V26
50338,TR050338,EXP050338,,Standard travel reimbursement,265.12,,,,,,,,,,,2,V1
50339,TR050339,EXP050339,,Standard travel reimbursement,370.93,,,,,,,,,,,1,V20
50343,TR050343,EXP050343,,Partial reimbursement,513.72,,,,,,,,,,,4,V1
50344,TR050344,EXP050344,,Standard travel reimbursement,441.61,,,,,,,,,,,4,V13
50345,TR050345,EXP050345,,Partial reimbursement,276.01,,,,,,,,,,,3,V1
50359,TR050359,EXP050359,,Standard travel reimbursement,542.74,,,,,,,,,,,3,V21
50370,TR050370,EXP050370,,Policy exception approved,353.28,,,,New hotel chosen,Location preference,,,,,3.0,3,V18
50374,TR050374,EXP050374,,Standard travel reimbursement,407.63,,Rebooked flight,Schedule conflict,,,,,,,,1,V23
50379,TR050379,EXP050379,Late submission,Policy exception approved,453.4,,Rebooked flight,Better schedule,New hotel chosen,Quality issue,,,,,,0,V23
50382,TR050382,EXP050382,,Partial reimbursement,455.58,,,,,,,,,,,0,V1
50388,TR050388,EXP050388,,Partial reimbursement,407.69,,,,,,,,,Weather delay,,0,V1
50389,TR050389,EXP050389,,Policy exception approved,244.37,,,,,,,,,,,4,V1
50392,TR050392,EXP050392,Missing receipt,,351.12,,,,,,,,,,4.0,2,V18
50395,TR050395,EXP050395,,Partial reimbursement,379.94,,,,,,,,,,,1,V13
50398,TR050398,EXP050398,,Policy exception approved,238.33,,,,,,,,,,,0,V14
50404,TR050404,EXP050404,,Partial reimbursement,141.05,Operational issue,Rebooked flight,Cheaper fare,,,,,,,,1,V4
50407,TR050407,EXP050407,Late submission,Partial reimbursement,570.84,,,,,,,,,,,1,V1
50408,TR050408,EXP050408,Missing receipt,Partial reimbursement,540.7,,,,,,,,,,,3,V1
50413,TR050413,EXP050413,,Standard travel reimbursement,228.6,,,,,,,,,,,1,V1
50423,TR050423,EXP050423,,Policy exception approved,193.26,,,,New hotel chosen,Quality issue,,,,,,3,V20
50424,TR050424,EXP050424,Personal expense,Policy exception approved,573.73,,,,New hotel chosen,Location preference,,,,,,3,V1
50428,TR050428,EXP050428,,Standard travel reimbursement,357.81,Operational issue,,,New hotel chosen,Quality issue,,,,,,0,V1
50432,TR050432,EXP050432,Missing receipt,Policy exception approved,256.38,,,,,,Updated Business Class Flight,26.95,Cost optimization,Weather delay,,1,V1
50443,TR050443,EXP050443,Late submission,,464.98,,,,,,,,,,4.0,1,V18
50444,TR050444,EXP050444,,Standard travel reimbursement,454.49,,,,,,,,,,4.0,4,V17
50446,TR050446,EXP050446,,Policy exception approved,210.5,,Rebooked rental,Better schedule,Alternative hotel selected,Rate change,Updated BMW 3 diesel,-20.69,Client preference,,,1,V24
50447,TR050447,EXP050447,,Partial reimbursement,398.07,,,,,,,,,,,0,V1
50448,TR050448,EXP050448,,Standard travel reimbursement,418.44,,Rebooked flight,Route change,New hotel chosen,Location preference,,,,Weather delay,,1,V23
50451,TR050451,EXP050451,,Policy exception approved,450.42,,,,,,,,,,,3,V1
50467,TR050467,EXP050467,,Partial reimbursement,386.17,,,,,,,,,,,0,V16
50468,TR050468,EXP050468,,Standard travel reimbursement,424.79,,Rebooked rental,Cheaper fare,Alternative hotel selected,Location preference,,,,,,3,V24
50469,TR050469,EXP050469,,Policy exception approved,262.26,,,,,,,,,,4.0,1,V18
50470,TR050470,EXP050470,Out of policy,Policy exception approved,471.71,,,,,,,,,Security screening,,4,V22
50474,TR050474,EXP050474,,Standard travel reimbursement,149.51,,,,,,,,,,,0,V1
50475,TR050475,EXP050475,,Standard travel reimbursement,319.02,,,,,,Updated Economy Flight,-150.01,Client preference,,2.0,3,V17
50477,TR050477,EXP050477,,Standard travel reimbursement,234.46,Personal emergency,Rebooked transport,Route change,,,,,,,3.0,1,V18
50481,TR050481,EXP050481,,Standard travel reimbursement,474.5,Weather disruption,,,,,,,,Airport congestion,,0,V12
50482,TR050482,EXP050482,,Standard travel reimbursement,223.26,Rental availability change,,,,,,,,,,1,V12
50484,TR050484,EXP050484,,Partial reimbursement,157.81,,,,,,,,,,4.0,2,V17
50488,TR050488,EXP050488,,Policy exception approved,271.68,,,,,,,,,,,3,V21
50496,TR050496,EXP050496,,Partial reimbursement,141.53,,,,,,,,,,,0,V13
50497,TR050497,EXP050497,,Partial reimbursement,479.23,,,,,,,,,,,2,V1
50499,TR050499,EXP050499,,Partial reimbursement,245.22,,,,,,,,,,,2,V21
50503,TR050503,EXP050503,,Partial reimbursement,470.78,,,,,,,,,,,4,V13
50513,TR050513,EXP050513,,Policy exception approved,328.17,,,,New hotel chosen,Hotel overbooked,Updated Economy Flight,120.45,Client preference,Security screening,,0,V1
50518,TR050518,EXP050518,,Standard travel reimbursement,277.17,,Rebooked flight,Route change,,,Updated Economy Flight,254.02,Time constraints,,,4,V15
50519,TR050519,EXP050519,Late submission,Partial reimbursement,339.83,Weather disruption,Rebooked flight,Better schedule,New hotel chosen,Rate change,,,,,,2,V21
50522,TR050522,EXP050522,,Policy exception approved,306.71,,,,,,,,,,3.0,2,V19
50532,TR050532,EXP050532,,Partial reimbursement,272.45,,,,,,,,,Weather delay,,1,V11
50533,TR050533,EXP050533,,Policy exception approved,446.18,Personal emergency,,,,,,,,,,4,V12
50538,TR050538,EXP050538,,Standard travel reimbursement,252.65,,,,,,,,,,,0,V1
50541,TR050541,EXP050541,,Partial reimbursement,375.52,,,,,,,,,,,0,V14
50543,TR050543,EXP050543,,Partial reimbursement,399.74,,,,,,,,,,,3,V1
50545,TR050545,EXP050545,Late submission,Policy exception approved,302.74,,,,,,,,,,,2,V21
50548,TR050548,EXP050548,,Policy exception approved,211.02,,,,,,,,,,,1,V1
50549,TR050549,EXP050549,,Policy exception approved,370.89,,,,,,,,,Airport congestion,,3,V11
50554,TR050554,EXP050554,Personal expense,Partial reimbursement,408.15,,Rebooked flight,Route change,,,Updated First Class Flight,206.61,Safety concern,,,3,V27
50555,TR050555,EXP050555,,Policy exception approved,457.93,,,,,,,,,,,2,V1
50562,TR050562,EXP050562,,Policy exception approved,355.21,,,,,,,,,,,4,V1
50575,TR050575,EXP050575,,Standard travel reimbursement,150.96,,,,,,Updated Business Class Flight,15.12,Client preference,Mechanical issue,,1,V1
50576,TR050576,EXP050576,Late submission,Policy exception approved,457.08,,,,,,,,,,2.0,2,V17
50581,TR050581,EXP050581,Late submission,Policy exception approved,451.3,,Rebooked flight,Route change,,,,,,,,4,V23
50584,TR050584,EXP050584,,Standard travel reimbursement,178.83,,,,,,,,,,2.0,1,V17
50587,TR050587,EXP050587,,Policy exception approved,415.42,,,,,,,,,,,1,V1
50590,TR050590,EXP050590,,Standard travel reimbursement,207.83,,,,,,,,,,,3,V1
50601,TR050601,EXP050601,Out of policy,Policy exception approved,575.43,,,,,,,,,,,1,V1
50604,TR050604,EXP050604,,Policy exception approved,290.16,,,,,,,,,Airport congestion,,2,V1
